SampleID,Cancertype,Sampletype,ImTHscore
TCGA-K4-A83P-01A-11R-A352-07,blca,tumor,2.436735211
TCGA-K4-AAQO-01A-11R-A38B-07,blca,tumor,2.557623286
TCGA-KQ-A41N-01A-11R-A33J-07,blca,tumor,3.299083811
TCGA-KQ-A41O-01A-12R-A352-07,blca,tumor,3.1484499
TCGA-KQ-A41P-01A-12R-A33J-07,blca,tumor,1.753965162
TCGA-KQ-A41Q-01A-11R-A33J-07,blca,tumor,3.056474012
TCGA-KQ-A41R-01A-21R-A352-07,blca,tumor,2.931598065
TCGA-KQ-A41S-01A-12R-A33J-07,blca,tumor,2.5873331
TCGA-LC-A66R-01A-41R-A30C-07,blca,tumor,2.902241831
TCGA-LT-A5Z6-01A-11R-A28M-07,blca,tumor,2.599340032
TCGA-LT-A8JT-01A-11R-A36F-07,blca,tumor,2.936336733
TCGA-MV-A51V-01A-11R-A26T-07,blca,tumor,2.744290041
TCGA-PQ-A6FI-01A-11R-A31N-07,blca,tumor,2.889854225
TCGA-PQ-A6FN-01A-11R-A31N-07,blca,tumor,2.263972756
TCGA-R3-A69X-01A-22R-A30C-07,blca,tumor,2.739287952
TCGA-S5-A6DX-01A-11R-A31N-07,blca,tumor,2.633209465
TCGA-S5-AA26-01A-11R-A38B-07,blca,tumor,2.422765035
TCGA-SY-A9G0-01A-12R-A38B-07,blca,tumor,2.370453825
TCGA-SY-A9G5-01A-11R-A38B-07,blca,tumor,2.90073978
TCGA-UY-A78K-01A-11R-A33J-07,blca,tumor,2.667973112
TCGA-UY-A78L-01A-12R-A33J-07,blca,tumor,1.855039593
TCGA-UY-A78M-01A-21R-A352-07,blca,tumor,1.850305869
TCGA-UY-A78N-01A-12R-A33J-07,blca,tumor,3.290236904
TCGA-UY-A78O-01A-12R-A33J-07,blca,tumor,2.468902809
TCGA-UY-A78P-01A-12R-A36F-07,blca,tumor,1.426906148
TCGA-UY-A8OB-01A-12R-A42T-07,blca,tumor,2.843467505
TCGA-UY-A8OC-01A-11R-A36F-07,blca,tumor,1.334155844
TCGA-UY-A8OD-01A-11R-A36F-07,blca,tumor,2.255216632
TCGA-UY-A9PA-01A-11R-A38B-07,blca,tumor,2.946492585
TCGA-UY-A9PB-01A-11R-A38B-07,blca,tumor,2.19131078
TCGA-UY-A9PD-01A-11R-A38B-07,blca,tumor,1.905501963
TCGA-UY-A9PE-01A-11R-A38B-07,blca,tumor,2.799555868
TCGA-UY-A9PF-01A-11R-A38B-07,blca,tumor,2.947636113
TCGA-UY-A9PH-01A-11R-A38B-07,blca,tumor,2.676185632
TCGA-XF-A8HB-01A-11R-A36F-07,blca,tumor,2.857312104
TCGA-XF-A8HC-01A-11R-A36F-07,blca,tumor,3.101373997
TCGA-XF-A8HD-01A-11R-A36F-07,blca,tumor,2.793879923
TCGA-XF-A8HE-01A-11R-A36F-07,blca,tumor,2.90056433
TCGA-XF-A8HF-01A-11R-A36F-07,blca,tumor,2.092660344
TCGA-XF-A8HG-01A-11R-A36F-07,blca,tumor,2.399293573
TCGA-XF-A8HH-01A-11R-A38B-07,blca,tumor,2.767990302
TCGA-XF-A8HI-01A-11R-A38B-07,blca,tumor,3.090706129
TCGA-XF-A9SH-01A-11R-A39I-07,blca,tumor,2.986244323
TCGA-XF-A9SI-01A-11R-A39I-07,blca,tumor,2.597349173
TCGA-XF-A9SJ-01A-11R-A39I-07,blca,tumor,1.785584781
TCGA-XF-A9SK-01A-11R-A42T-07,blca,tumor,2.852500627
TCGA-XF-A9SL-01A-11R-A39I-07,blca,tumor,2.796844668
TCGA-XF-A9SM-01A-11R-A42T-07,blca,tumor,2.44802281
TCGA-XF-A9SP-01A-11R-A39I-07,blca,tumor,2.707200322
TCGA-XF-A9ST-01A-11R-A42T-07,blca,tumor,2.423289787
TCGA-XF-A9SU-01A-31R-A39I-07,blca,tumor,2.508090789
TCGA-XF-A9SV-01A-21R-A42T-07,blca,tumor,1.911662782
TCGA-XF-A9SW-01A-11R-A42T-07,blca,tumor,2.494389763
TCGA-XF-A9SX-01A-21R-A39I-07,blca,tumor,2.073465334
TCGA-XF-A9SY-01A-21R-A42T-07,blca,tumor,1.795587103
TCGA-XF-A9SZ-01A-11R-A39I-07,blca,tumor,1.507409817
TCGA-XF-A9T0-01A-11R-A39I-07,blca,tumor,2.46996072
TCGA-XF-A9T2-01A-11R-A42T-07,blca,tumor,1.9850965
TCGA-XF-A9T3-01A-11R-A42T-07,blca,tumor,2.222698683
TCGA-XF-A9T4-01A-11R-A39I-07,blca,tumor,2.47807782
TCGA-XF-A9T5-01A-11R-A42T-07,blca,tumor,2.399530885
TCGA-XF-A9T6-01A-11R-A42T-07,blca,tumor,3.025729116
TCGA-XF-A9T8-01A-11R-A39I-07,blca,tumor,2.455096905
TCGA-XF-AAME-01A-12R-A42T-07,blca,tumor,2.375274736
TCGA-XF-AAMG-01A-11R-A42T-07,blca,tumor,2.724115005
TCGA-XF-AAMH-01A-11R-A42T-07,blca,tumor,2.519230624
TCGA-XF-AAMJ-01A-11R-A42T-07,blca,tumor,2.63360803
TCGA-XF-AAML-01A-11R-A42T-07,blca,tumor,3.288072543
TCGA-XF-AAMQ-01A-11R-A42T-07,blca,tumor,2.825385075
TCGA-XF-AAMR-01A-31R-A42T-07,blca,tumor,2.441605049
TCGA-XF-AAMT-01A-11R-A42T-07,blca,tumor,1.888164694
TCGA-XF-AAMW-01A-11R-A42T-07,blca,tumor,2.335318725
TCGA-XF-AAMX-01A-11R-A42T-07,blca,tumor,2.328386114
TCGA-XF-AAMY-01A-11R-A42T-07,blca,tumor,2.052718512
TCGA-XF-AAMZ-01A-11R-A42T-07,blca,tumor,3.033352096
TCGA-XF-AAN0-01A-11R-A42T-07,blca,tumor,2.80233988
TCGA-XF-AAN1-01A-31R-A42T-07,blca,tumor,2.826320709
TCGA-XF-AAN2-01A-11R-A42T-07,blca,tumor,2.744283836
TCGA-XF-AAN3-01A-11R-A42T-07,blca,tumor,2.805060363
TCGA-XF-AAN4-01A-11R-A42T-07,blca,tumor,2.255103061
TCGA-XF-AAN5-01A-11R-A42T-07,blca,tumor,2.458777216
TCGA-XF-AAN7-01A-11R-A42T-07,blca,tumor,2.117626449
TCGA-XF-AAN8-01A-11R-A42T-07,blca,tumor,2.244023993
TCGA-YC-A89H-01A-11R-A36F-07,blca,tumor,1.672807698
TCGA-YC-A8S6-01A-31R-A38B-07,blca,tumor,2.86300761
TCGA-YC-A9TC-01A-22R-A39I-07,blca,tumor,2.805263405
TCGA-YF-AA3L-01A-11R-A38B-07,blca,tumor,2.938130939
TCGA-YF-AA3M-01A-11R-A42T-07,blca,tumor,2.796640758
TCGA-ZF-A9R0-01A-11R-A38B-07,blca,tumor,1.791117431
TCGA-ZF-A9R1-01A-11R-A39I-07,blca,tumor,2.974522765
TCGA-ZF-A9R2-01A-11R-A39I-07,blca,tumor,2.976134616
TCGA-ZF-A9R3-01A-11R-A38B-07,blca,tumor,3.054754618
TCGA-ZF-A9R4-01A-11R-A38B-07,blca,tumor,3.010983856
TCGA-ZF-A9R5-01A-12R-A42T-07,blca,tumor,3.209422995
TCGA-ZF-A9R7-01A-11R-A38B-07,blca,tumor,2.630083727
TCGA-ZF-A9R9-01A-11R-A38B-07,blca,tumor,2.783431331
TCGA-ZF-A9RC-01A-11R-A38B-07,blca,tumor,2.180670445
TCGA-ZF-A9RD-01A-11R-A42T-07,blca,tumor,2.618514062
TCGA-ZF-A9RE-01A-11R-A38B-07,blca,tumor,2.698822294
TCGA-ZF-A9RF-01A-11R-A38B-07,blca,tumor,2.290950375
TCGA-ZF-A9RL-01A-11R-A38B-07,blca,tumor,2.591139909
TCGA-ZF-A9RM-01A-11R-A38B-07,blca,tumor,2.332125789
TCGA-ZF-A9RN-01A-11R-A42T-07,blca,tumor,2.682486353
TCGA-ZF-AA4N-01A-11R-A38B-07,blca,tumor,2.733664819
TCGA-ZF-AA4R-01A-11R-A38B-07,blca,tumor,2.749588801
TCGA-ZF-AA4T-01A-11R-A38B-07,blca,tumor,2.952624724
TCGA-ZF-AA4U-01A-11R-A38B-07,blca,tumor,3.009290634
TCGA-ZF-AA4V-01A-11R-A38B-07,blca,tumor,2.613229416
TCGA-ZF-AA4W-01A-12R-A38B-07,blca,tumor,2.902380524
TCGA-ZF-AA4X-01A-11R-A38B-07,blca,tumor,2.997045282
TCGA-ZF-AA51-01A-21R-A39I-07,blca,tumor,2.760693389
TCGA-ZF-AA52-01A-12R-A39I-07,blca,tumor,1.521597379
TCGA-ZF-AA53-01A-11R-A39I-07,blca,tumor,2.220993182
TCGA-ZF-AA54-01A-11R-A39I-07,blca,tumor,1.42496222
TCGA-ZF-AA56-01A-31R-A39I-07,blca,tumor,3.127462004
TCGA-ZF-AA58-01A-12R-A42T-07,blca,tumor,1.492658406
TCGA-ZF-AA5H-01A-11R-A39I-07,blca,tumor,1.997252283
TCGA-ZF-AA5N-01A-11R-A42T-07,blca,tumor,2.625171124
TCGA-ZF-AA5P-01A-11R-A39I-07,blca,tumor,2.822009435
TCGA-3C-AAAU-01A-11R-A41B-07,brca,tumor,2.355950923
TCGA-3C-AALI-01A-11R-A41B-07,brca,tumor,2.259583334
TCGA-3C-AALJ-01A-31R-A41B-07,brca,tumor,2.07185563
TCGA-3C-AALK-01A-11R-A41B-07,brca,tumor,2.86838177
TCGA-4H-AAAK-01A-12R-A41B-07,brca,tumor,2.448278755
TCGA-5L-AAT0-01A-12R-A41B-07,brca,tumor,2.74466929
TCGA-5L-AAT1-01A-12R-A41B-07,brca,tumor,2.655385154
TCGA-5T-A9QA-01A-11R-A41B-07,brca,tumor,1.868293816
TCGA-A1-A0SB-01A-11R-A144-07,brca,tumor,2.650685129
TCGA-A1-A0SD-01A-11R-A115-07,brca,tumor,2.244872807
TCGA-A1-A0SE-01A-11R-A084-07,brca,tumor,2.908759278
TCGA-A1-A0SF-01A-11R-A144-07,brca,tumor,2.92006508
TCGA-A1-A0SG-01A-11R-A144-07,brca,tumor,2.554110927
TCGA-A1-A0SH-01A-11R-A084-07,brca,tumor,1.993512232
TCGA-A1-A0SI-01A-11R-A144-07,brca,tumor,2.444305454
TCGA-A1-A0SJ-01A-11R-A084-07,brca,tumor,2.647449455
TCGA-A1-A0SK-01A-12R-A084-07,brca,tumor,2.103006035
TCGA-A1-A0SM-01A-11R-A084-07,brca,tumor,2.175310246
TCGA-A1-A0SN-01A-11R-A144-07,brca,tumor,2.563591232
TCGA-A1-A0SO-01A-22R-A084-07,brca,tumor,2.320344897
TCGA-A1-A0SP-01A-11R-A084-07,brca,tumor,2.469978065
TCGA-A1-A0SQ-01A-21R-A144-07,brca,tumor,2.800757678
TCGA-A2-A04N-01A-11R-A115-07,brca,tumor,2.246401856
TCGA-A2-A04P-01A-31R-A034-07,brca,tumor,2.804233418
TCGA-A2-A04Q-01A-21R-A034-07,brca,tumor,2.641959523
TCGA-A2-A04R-01A-41R-A109-07,brca,tumor,2.072467899
TCGA-A2-A04T-01A-21R-A034-07,brca,tumor,2.572818945
TCGA-A2-A04U-01A-11R-A115-07,brca,tumor,2.027405957
TCGA-A2-A04V-01A-21R-A034-07,brca,tumor,1.827245253
TCGA-A2-A04W-01A-31R-A115-07,brca,tumor,1.902268063
TCGA-A2-A04X-01A-21R-A034-07,brca,tumor,2.94368394
TCGA-A2-A04Y-01A-21R-A034-07,brca,tumor,2.151727087
TCGA-A2-A0CK-01A-11R-A22K-07,brca,tumor,2.370973711
TCGA-A2-A0CL-01A-11R-A115-07,brca,tumor,2.64324491
TCGA-A2-A0CM-01A-31R-A034-07,brca,tumor,2.549106102
TCGA-A2-A0CO-01A-13R-A22K-07,brca,tumor,2.570540843
TCGA-A2-A0CP-01A-11R-A034-07,brca,tumor,2.551948008
TCGA-A2-A0CQ-01A-21R-A034-07,brca,tumor,2.36769081
TCGA-A2-A0CR-01A-11R-A22K-07,brca,tumor,2.780431985
TCGA-A2-A0CS-01A-11R-A115-07,brca,tumor,2.743056769
TCGA-A2-A0CT-01A-31R-A056-07,brca,tumor,2.214505622
TCGA-A2-A0CU-01A-12R-A034-07,brca,tumor,2.632812485
TCGA-A2-A0CV-01A-31R-A115-07,brca,tumor,2.67714738
TCGA-A2-A0CW-01A-21R-A115-07,brca,tumor,2.657049356
TCGA-A2-A0CX-01A-21R-A00Z-07,brca,tumor,2.107506869
TCGA-A2-A0CY-01A-12R-A034-07,brca,tumor,1.954555957
TCGA-A2-A0CZ-01A-11R-A034-07,brca,tumor,1.98916574
TCGA-A2-A0D0-01A-11R-A00Z-07,brca,tumor,2.211411882
TCGA-A2-A0D1-01A-11R-A034-07,brca,tumor,2.171282125
TCGA-A2-A0D2-01A-21R-A034-07,brca,tumor,2.44595524
TCGA-A2-A0D3-01A-11R-A115-07,brca,tumor,2.882031337
TCGA-A2-A0D4-01A-11R-A00Z-07,brca,tumor,2.468518472
TCGA-A2-A0EM-01A-11R-A034-07,brca,tumor,2.538528757
TCGA-A2-A0EN-01A-13R-A084-07,brca,tumor,2.739612235
TCGA-A2-A0EO-01A-11R-A034-07,brca,tumor,2.410725142
TCGA-A2-A0EP-01A-52R-A22U-07,brca,tumor,2.167666837
TCGA-A2-A0EQ-01A-11R-A034-07,brca,tumor,2.632008828
TCGA-A2-A0ER-01A-21R-A034-07,brca,tumor,2.507884992
TCGA-A2-A0ES-01A-11R-A115-07,brca,tumor,2.301419463
TCGA-A2-A0ET-01A-31R-A034-07,brca,tumor,2.67530861
TCGA-A2-A0EU-01A-22R-A056-07,brca,tumor,2.536331762
TCGA-A2-A0EV-01A-11R-A034-07,brca,tumor,2.173878168
TCGA-A2-A0EW-01A-21R-A115-07,brca,tumor,2.712040444
TCGA-A2-A0EX-01A-21R-A034-07,brca,tumor,2.502002014
TCGA-A2-A0EY-01A-11R-A034-07,brca,tumor,2.720280815
TCGA-A2-A0ST-01A-12R-A084-07,brca,tumor,2.811378635
TCGA-A2-A0SU-01A-11R-A084-07,brca,tumor,2.693518248
TCGA-A2-A0SV-01A-11R-A084-07,brca,tumor,1.67552624
TCGA-A2-A0SW-01A-11R-A084-07,brca,tumor,2.833384024
TCGA-A2-A0SX-01A-12R-A084-07,brca,tumor,2.079719643
TCGA-A2-A0SY-01A-31R-A084-07,brca,tumor,2.751479748
TCGA-A2-A0T0-01A-22R-A084-07,brca,tumor,2.078142088
TCGA-A2-A0T1-01A-21R-A084-07,brca,tumor,2.441983567
TCGA-A2-A0T2-01A-11R-A084-07,brca,tumor,2.57231043
TCGA-A2-A0T3-01A-21R-A115-07,brca,tumor,1.841699362
TCGA-A2-A0T4-01A-31R-A084-07,brca,tumor,2.225228554
TCGA-A2-A0T5-01A-21R-A084-07,brca,tumor,2.388128157
TCGA-A2-A0T6-01A-11R-A084-07,brca,tumor,2.435780535
TCGA-A2-A0T7-01A-21R-A084-07,brca,tumor,2.285212416
TCGA-A2-A0YC-01A-11R-A109-07,brca,tumor,2.816136834
TCGA-A2-A0YD-01A-11R-A109-07,brca,tumor,2.268154627
TCGA-A2-A0YE-01A-11R-A109-07,brca,tumor,2.77664575
TCGA-A2-A0YF-01A-21R-A109-07,brca,tumor,1.918073374
TCGA-A2-A0YG-01A-21R-A109-07,brca,tumor,2.12592128
TCGA-A2-A0YH-01A-11R-A109-07,brca,tumor,2.341883016
TCGA-A2-A0YI-01A-31R-A10J-07,brca,tumor,2.215349741
TCGA-A2-A0YJ-01A-11R-A109-07,brca,tumor,1.758686728
TCGA-A2-A0YK-01A-22R-A109-07,brca,tumor,2.610858556
TCGA-A2-A0YL-01A-21R-A109-07,brca,tumor,2.733239712
TCGA-A2-A0YM-01A-11R-A109-07,brca,tumor,1.615737494
TCGA-A2-A0YT-01A-11R-A109-07,brca,tumor,2.86776075
TCGA-A2-A1FV-01A-11R-A13Q-07,brca,tumor,2.281787017
TCGA-A2-A1FW-01A-11R-A13Q-07,brca,tumor,2.331182948
TCGA-A2-A1FX-01A-11R-A13Q-07,brca,tumor,2.390407273
TCGA-A2-A1FZ-01A-51R-A14D-07,brca,tumor,2.261807562
TCGA-A2-A1G0-01A-11R-A13Q-07,brca,tumor,2.941126239
TCGA-A2-A1G1-01A-21R-A13Q-07,brca,tumor,2.228213956
TCGA-A2-A1G4-01A-11R-A13Q-07,brca,tumor,2.696973678
TCGA-A2-A1G6-01A-11R-A13Q-07,brca,tumor,2.837611624
TCGA-A2-A259-01A-11R-A16F-07,brca,tumor,2.747081447
TCGA-A2-A25A-01A-12R-A16F-07,brca,tumor,2.448551052
TCGA-A2-A25B-01A-11R-A169-07,brca,tumor,2.083627064
TCGA-A2-A25C-01A-11R-A169-07,brca,tumor,2.616482952
TCGA-A2-A25D-01A-12R-A16F-07,brca,tumor,2.897718451
TCGA-A2-A25E-01A-11R-A169-07,brca,tumor,2.407756523
TCGA-A2-A25F-01A-11R-A169-07,brca,tumor,2.325733472
TCGA-A2-A3KC-01A-11R-A213-07,brca,tumor,2.241229009
TCGA-A2-A3KD-01A-12R-A213-07,brca,tumor,2.620282453
TCGA-A2-A3XS-01A-11R-A22U-07,brca,tumor,2.883920324
TCGA-A2-A3XT-01A-11R-A22U-07,brca,tumor,1.324435899
TCGA-A2-A3XU-01A-12R-A22U-07,brca,tumor,2.248949734
TCGA-A2-A3XV-01A-21R-A239-07,brca,tumor,1.845062542
TCGA-A2-A3XW-01A-11R-A239-07,brca,tumor,2.465531508
TCGA-A2-A3XX-01A-21R-A239-07,brca,tumor,2.141534722
TCGA-A2-A3XY-01A-11R-A239-07,brca,tumor,1.829441546
TCGA-A2-A3XZ-01A-42R-A239-07,brca,tumor,2.609338651
TCGA-A2-A3Y0-01A-11R-A239-07,brca,tumor,2.474640384
TCGA-A2-A4RW-01A-21R-A266-07,brca,tumor,2.742445677
TCGA-A2-A4RX-01A-11R-A266-07,brca,tumor,2.34806933
TCGA-A2-A4RY-01A-31R-A266-07,brca,tumor,2.708339855
TCGA-A2-A4S0-01A-21R-A266-07,brca,tumor,2.4746366
TCGA-A2-A4S1-01A-21R-A266-07,brca,tumor,1.047178359
TCGA-A2-A4S2-01A-12R-A266-07,brca,tumor,2.472947885
TCGA-A2-A4S3-01A-21R-A266-07,brca,tumor,2.072798631
TCGA-A7-A0CD-01A-11R-A00Z-07,brca,tumor,2.527572504
TCGA-A7-A0CE-01A-11R-A00Z-07,brca,tumor,1.999584604
TCGA-A7-A0CG-01A-12R-A056-07,brca,tumor,2.625636911
TCGA-A7-A0CH-01A-21R-A00Z-07,brca,tumor,2.336907501
TCGA-A7-A0CJ-01A-21R-A00Z-07,brca,tumor,2.500244779
TCGA-A7-A0D9-01A-31R-A056-07,brca,tumor,2.040415433
TCGA-A7-A0DA-01A-31R-A115-07,brca,tumor,1.469930777
TCGA-A7-A0DB-01A-11R-A00Z-07,brca,tumor,1.67267658
TCGA-A7-A13D-01A-13R-A12P-07,brca,tumor,1.012087406
TCGA-A7-A13E-01A-11R-A12P-07,brca,tumor,2.0798737
TCGA-A7-A13F-01A-11R-A12P-07,brca,tumor,2.41300351
TCGA-A7-A13G-01A-11R-A13Q-07,brca,tumor,2.61648241
TCGA-A7-A13H-01A-11R-A22K-07,brca,tumor,1.34887814
TCGA-A7-A26E-01A-11R-A169-07,brca,tumor,2.415495128
TCGA-A7-A26F-01A-21R-A169-07,brca,tumor,2.566000738
TCGA-A7-A26G-01A-21R-A169-07,brca,tumor,2.361653361
TCGA-A7-A26H-01A-11R-A169-07,brca,tumor,1.860872443
TCGA-A7-A26I-01A-11R-A169-07,brca,tumor,2.183906491
TCGA-A7-A26J-01A-11R-A169-07,brca,tumor,2.049670043
TCGA-A7-A2KD-01A-31R-A21T-07,brca,tumor,2.268145353
TCGA-A7-A3IY-01A-21R-A21T-07,brca,tumor,1.178077999
TCGA-A7-A3IZ-01A-11R-A213-07,brca,tumor,2.184004324
TCGA-A7-A3J0-01A-11R-A213-07,brca,tumor,2.303179485
TCGA-A7-A3J1-01A-11R-A213-07,brca,tumor,2.742133591
TCGA-A7-A3RF-01A-11R-A22K-07,brca,tumor,2.014933476
TCGA-A7-A425-01A-11R-A24H-07,brca,tumor,2.378241186
TCGA-A7-A426-01A-22R-A24H-07,brca,tumor,2.719261603
TCGA-A7-A4SA-01A-11R-A266-07,brca,tumor,2.779401576
TCGA-A7-A4SB-01A-21R-A266-07,brca,tumor,2.618533186
TCGA-A7-A4SC-01A-12R-A266-07,brca,tumor,2.703200599
TCGA-A7-A4SD-01A-11R-A266-07,brca,tumor,2.643915141
TCGA-A7-A4SE-01A-11R-A266-07,brca,tumor,1.927117451
TCGA-A7-A4SF-01A-11R-A266-07,brca,tumor,2.402875458
TCGA-A7-A56D-01A-11R-A27Q-07,brca,tumor,1.962793702
TCGA-A7-A5ZV-01A-11R-A28M-07,brca,tumor,2.189607065
TCGA-A7-A5ZW-01A-12R-A29R-07,brca,tumor,2.222497876
TCGA-A7-A5ZX-01A-12R-A29R-07,brca,tumor,2.351133229
TCGA-A7-A6VV-01A-22R-A33J-07,brca,tumor,1.602288466
TCGA-A7-A6VW-01A-21R-A33J-07,brca,tumor,2.680922621
TCGA-A7-A6VX-01A-12R-A33J-07,brca,tumor,2.250680507
TCGA-A7-A6VY-01A-12R-A33J-07,brca,tumor,1.817527266
TCGA-A8-A06N-01A-11R-A00Z-07,brca,tumor,2.490374109
TCGA-A8-A06O-01A-11R-A00Z-07,brca,tumor,2.23771314
TCGA-A8-A06P-01A-11R-A00Z-07,brca,tumor,2.265750664
TCGA-A8-A06Q-01A-11R-A034-07,brca,tumor,2.173732539
TCGA-A8-A06R-01A-11R-A00Z-07,brca,tumor,2.102364646
TCGA-A8-A06T-01A-11R-A00Z-07,brca,tumor,2.642646477
TCGA-A8-A06U-01A-11R-A00Z-07,brca,tumor,2.628635482
TCGA-A8-A06X-01A-21R-A00Z-07,brca,tumor,2.125886566
TCGA-A8-A06Y-01A-21R-A00Z-07,brca,tumor,2.394383573
TCGA-A8-A06Z-01A-11R-A00Z-07,brca,tumor,2.035195167
TCGA-A8-A075-01A-11R-A084-07,brca,tumor,1.992377855
TCGA-A8-A076-01A-21R-A00Z-07,brca,tumor,2.095750566
TCGA-A8-A079-01A-21R-A00Z-07,brca,tumor,2.193411634
TCGA-A8-A07B-01A-11R-A00Z-07,brca,tumor,2.031484317
TCGA-A8-A07C-01A-11R-A034-07,brca,tumor,2.333226829
TCGA-A8-A07E-01A-11R-A034-07,brca,tumor,2.459528447
TCGA-A8-A07F-01A-11R-A00Z-07,brca,tumor,2.230965057
TCGA-A8-A07G-01A-11R-A034-07,brca,tumor,2.395244574
TCGA-A8-A07I-01A-11R-A00Z-07,brca,tumor,1.616593
TCGA-A8-A07J-01A-11R-A00Z-07,brca,tumor,1.757993119
TCGA-A8-A07L-01A-11R-A00Z-07,brca,tumor,2.454536496
TCGA-A8-A07O-01A-11R-A00Z-07,brca,tumor,1.415952361
TCGA-A8-A07P-01A-11R-A00Z-07,brca,tumor,2.377247645
TCGA-A8-A07R-01A-21R-A034-07,brca,tumor,2.585042004
TCGA-A8-A07S-01A-11R-A034-07,brca,tumor,2.305432078
TCGA-A8-A07U-01A-11R-A034-07,brca,tumor,2.749212387
TCGA-A8-A07W-01A-11R-A00Z-07,brca,tumor,1.555412526
TCGA-A8-A07Z-01A-11R-A00Z-07,brca,tumor,2.880410469
TCGA-A8-A081-01A-11R-A00Z-07,brca,tumor,2.188927069
TCGA-A8-A082-01A-11R-A00Z-07,brca,tumor,2.042466523
TCGA-A8-A083-01A-21R-A00Z-07,brca,tumor,2.453314381
TCGA-A8-A084-01A-21R-A00Z-07,brca,tumor,2.065168436
TCGA-A8-A085-01A-11R-A00Z-07,brca,tumor,1.769980382
TCGA-A8-A086-01A-11R-A00Z-07,brca,tumor,1.931490132
TCGA-A8-A08A-01A-11R-A32Y-07,brca,tumor,1.833995657
TCGA-A8-A08B-01A-11R-A00Z-07,brca,tumor,2.812599209
TCGA-A8-A08C-01A-11R-A00Z-07,brca,tumor,2.720343191
TCGA-A8-A08F-01A-11R-A00Z-07,brca,tumor,1.420381907
TCGA-A8-A08G-01A-11R-A00Z-07,brca,tumor,2.356466984
TCGA-A8-A08H-01A-21R-A00Z-07,brca,tumor,1.759258914
TCGA-A8-A08I-01A-11R-A00Z-07,brca,tumor,1.887820536
TCGA-A8-A08J-01A-11R-A00Z-07,brca,tumor,1.78346549
TCGA-A8-A08L-01A-11R-A00Z-07,brca,tumor,2.578432888
TCGA-A8-A08O-01A-21R-A056-07,brca,tumor,2.789235115
TCGA-A8-A08P-01A-11R-A00Z-07,brca,tumor,2.165652441
TCGA-A8-A08R-01A-11R-A034-07,brca,tumor,1.93837385
TCGA-A8-A08S-01A-11R-A034-07,brca,tumor,1.981803762
TCGA-A8-A08T-01A-21R-A00Z-07,brca,tumor,1.929647706
TCGA-A8-A08X-01A-21R-A00Z-07,brca,tumor,2.51831628
TCGA-A8-A08Z-01A-21R-A00Z-07,brca,tumor,1.687588144
TCGA-A8-A090-01A-11R-A00Z-07,brca,tumor,1.528141608
TCGA-A8-A091-01A-11R-A00Z-07,brca,tumor,2.340788782
TCGA-A8-A092-01A-11R-A00Z-07,brca,tumor,2.485866173
TCGA-A8-A093-01A-11R-A00Z-07,brca,tumor,2.190501007
TCGA-A8-A094-01A-11R-A00Z-07,brca,tumor,2.188610946
TCGA-A8-A095-01A-11R-A00Z-07,brca,tumor,2.329109568
TCGA-A8-A096-01A-11R-A00Z-07,brca,tumor,2.506548581
TCGA-A8-A097-01A-11R-A034-07,brca,tumor,1.651650866
TCGA-A8-A099-01A-11R-A00Z-07,brca,tumor,2.550134756
TCGA-A8-A09A-01A-11R-A00Z-07,brca,tumor,2.717219367
TCGA-A8-A09B-01A-11R-A00Z-07,brca,tumor,2.603394012
TCGA-A8-A09C-01A-11R-A00Z-07,brca,tumor,2.205460871
TCGA-A8-A09D-01A-11R-A00Z-07,brca,tumor,1.599394086
TCGA-A8-A09E-01A-11R-A00Z-07,brca,tumor,2.199354795
TCGA-A8-A09G-01A-21R-A00Z-07,brca,tumor,2.831005983
TCGA-A8-A09I-01A-22R-A034-07,brca,tumor,2.928738947
TCGA-A8-A09K-01A-11R-A00Z-07,brca,tumor,2.861753483
TCGA-A8-A09M-01A-11R-A00Z-07,brca,tumor,2.915345646
TCGA-A8-A09N-01A-11R-A00Z-07,brca,tumor,2.737682801
TCGA-A8-A09Q-01A-11R-A00Z-07,brca,tumor,2.387025515
TCGA-A8-A09R-01A-11R-A00Z-07,brca,tumor,1.811529414
TCGA-A8-A09T-01A-11R-A00Z-07,brca,tumor,2.285873138
TCGA-A8-A09V-01A-11R-A034-07,brca,tumor,2.536915084
TCGA-A8-A09W-01A-11R-A00Z-07,brca,tumor,2.507604441
TCGA-A8-A09X-01A-11R-A00Z-07,brca,tumor,2.723245791
TCGA-A8-A09Z-01A-11R-A00Z-07,brca,tumor,2.851816535
TCGA-A8-A0A1-01A-11R-A00Z-07,brca,tumor,1.339982158
TCGA-A8-A0A2-01A-11R-A034-07,brca,tumor,2.854269856
TCGA-A8-A0A4-01A-11R-A00Z-07,brca,tumor,2.629143267
TCGA-A8-A0A6-01A-12R-A056-07,brca,tumor,2.647646105
TCGA-A8-A0A7-01A-11R-A00Z-07,brca,tumor,2.64069341
TCGA-A8-A0A9-01A-11R-A00Z-07,brca,tumor,1.914340327
TCGA-A8-A0AB-01A-11R-A034-07,brca,tumor,2.402481107
TCGA-A8-A0AD-01A-11R-A056-07,brca,tumor,2.114108246
TCGA-AC-A23C-01A-12R-A169-07,brca,tumor,2.596624428
TCGA-AC-A23E-01A-11R-A157-07,brca,tumor,1.444750656
TCGA-AC-A23G-01A-11R-A213-07,brca,tumor,1.224900314
